ItemNum,ItemStem_Text,Answer__A,Answer__B,Answer__C,Answer__D,Answer__E,Answer__F,Answer__G,Answer__H,Answer__I,Answer__J,Answer_Key,Answer_Text,ItemType,EXAM,Difficulty,Response_Time
591,"A 68-year-old woman with end-stage renal disease comes to the office for a follow-up examination. She has required hemodialysis for the past year. Initially, she did well, but within the past 3 months, she has been admitted to the hospital for fluid overload because of poor adherence to fluid and salt restrictions. She says, ""I'm so sick of being on dialysis. Following the restrictions is really hard."" Which of the following is the most appropriate initial response by the physician?","""I imagine being on dialysis is frustrating, but you don't want to die from kidney disease, do you?""","""I know that this is challenging, but do you remember how difficult it is to be hospitalized?""","""It is tough to change your diet and fluid intake, but what sorts of things were you doing at first when you were following the recommendations?""","""Making these changes is so difficult. Can you imagine how good you will feel once you make the changes again?""","""This is very hard to do, but you may have an easier time if you met with the dietician again.""",,,,,,C,"""It is tough to change your diet and fluid intake, but what sorts of things were you doing at first when you were following the recommendations?""",Text,STEP 1,0.16,64.18
46,"A 65-year-old woman has a 6-month history of progressive irritability, palpitations, heat intolerance, frequent bowel movements, and a 6.8-kg (15-lb) weight loss. She has had a neck mass for more than 10 years. 131I scan shows an enlarged thyroid gland with multiple areas of increased and decreased uptake. Which of the following is the most likely diagnosis?",Defect in thyroxine (T4) biosynthesis,Graves' disease,Multinodular goiter,Riedel's thyroiditis,Thyroid carcinoma,Thyroiditis,Toxic adenoma,Triiodothyronine (T3) thyrotoxicosis,,,C,Multinodular goiter,Text,STEP 2,0.5,65.54
313,"A 44-year-old man comes to the physician because of a 6-week history of progressive numbness of his feet. Two months ago, he completed a course of chemotherapy, including vincristine, for small cell lung carcinoma. Physical examination shows muscle weakness of the distal portion of the feet and absent ankle jerk reflexes. Sensation is decreased over the distal portions of the lower extremities. This patient's findings are most likely caused by which of the following mechanisms?",Apoptosis of dorsal root ganglion neurons,Blockade of mitochondrial respiratory chain,Decreased expression of myelin protein in Schwann cells,Depolymerization of microtubules,Inhibition of synaptic vesicle endocytosis,,,,,,D,Depolymerization of microtubules,Text,STEP 1,0.1,56.91
605,"A 72-year-old woman is evaluated in the acute rehabilitation facility where she has been receiving physical therapy since sustaining a stroke 2Â weeks ago that resulted in moderate left hemiparesis. A swallowing study obtained on admission to the facility showed no abnormalities and she has been progressing well with her rehabilitation. She is able to walk with the aid of a walker and assistant, has no speech impairment, and tolerates a regular diet. Medical history also is notable for well-controlled hypertension and hyperlipidemia. Medications are lisinopril, simvastatin, and daily aspirin. Temperature is 37.0Â°C (98.6Â°F), pulse is 72/min and regular, respirations are 12/min, and blood pressure is 130/80Â mmÂ Hg. Cardiopulmonary examination shows no abnormalities. Cranial nerves are intact. Muscle strength in the extremities is 4/5 on the left and 5/5 on the right. Sensation is intact bilaterally. Standardized assessment of cognitive function shows no abnormalities. For the past 2Â days, the patient has insisted that she is well enough to go home despite not being fully cleared to do so by her physical therapist and physiatrist, who want her to stay for 1 more week to try to advance from the walker to a cane. The patient lives with her daughter, son-in-law, and grandson, and has a bedroom on the main floor of the house with no need to use stairs. The daughter works as a stay-at-home mother. Which of the following is the most appropriate next step in management?",Discharge the patient with a plan for home health care and physical therapy,Inform the patient that she would need to sign out against medical advice,Inform the patient that transfer to a long-term care facility is most suitable for her,Request psychiatric evaluation of the patient's decision-making capacity,,,,,,,A,Discharge the patient with a plan for home health care and physical therapy,Text,STEP 2,0.58,104.1
611,"A 5-year-old boy is brought to the office by his mother because of a 2-week history of intermittent bloody stools. He is otherwise asymptomatic. He has no history of major medical illness and receives no medications. He does not appear to be in distress. Vital signs are within normal limits. Physical examination shows no abnormalities. Laboratory studies show mild, normocytic anemia; other results are within the reference ranges. Test of the stool for occult blood is positive. Photomicrographs of biopsy specimens obtained on colonoscopy are shown. Which of the following is the most likely diagnosis?",Adenocarcinoma,Carcinoid tumor,Hamartomatous polyp,Hyperplastic polyp,Inflammatory polyp,Tubular adenoma,,,,,C,Hamartomatous polyp,PIX,STEP 1,0.9,111.47
191,"A 55-year-old woman is brought to the office by her husband because of increasingly severe pain in her mid back for the past week. She says the pain is especially severe with walking. Her husband says she has been favoring her right leg for the past 3 days. Ibuprofen no longer controls the pain. She enjoys gardening but had to discontinue it 1 week ago because of the pain. She has not had bowel or bladder dysfunction. She underwent a right mastectomy 3 years ago for carcinoma and has been taking tamoxifen since that time. She is 173 cm (5 ft 8 in) tall and weighs 66 kg (145 lb); BMI is 22 kg/m2. Vital signs are temperature 38.0Â°C (100.4Â°F), pulse 90/min, respirations 15/min, and blood pressure 118/72 mm Hg. Strength is 3/5 in all muscle groups of the right lower extremity and 5/5 in the left lower extremity. Achilles and patellar reflexes are hyperactive on the right and normal on the left. Sensation to pinprick and temperature is decreased in the left lower extremity to the level of the inguinal ligament. Sensation to vibration is decreased in the right lower extremity. Reflexes and sensation are otherwise intact. Rectal sphincter tone is normal. Which of the following is the most appropriate next step?",Acetaminophen-oxycodone therapy and referral for physical therapy,Admission to the hospital for pain control,Electromyography and nerve conduction studies,MRI of the thoracic spine,Technetium 99m scan,,,,,,D,MRI of the thoracic spine,Text,STEP 3,0.16,93.11
201,"A 70-year-old man is brought to the emergency department by his son because of a 2-day history of right upper quadrant abdominal pain, chills, and confusion. He has vomited twice during this time despite decreased food intake. The patient has hypertension controlled with hydrochlorothiazide. Medical and surgical history is otherwise unremarkable. Vital signs are temperature 40.2Â°C (104.4Â°F), pulse 110/min, respirations 18/min, and blood pressure 100/60 mm Hg. The patient appears seriously ill without evidence of jaundice. Abdominal examination discloses tenderness to palpation over the liver without guarding. Results of laboratory studies are shown: Serum Blood â€ƒAmylase 350 U/L â€ƒWBC 16,500/mm3 with prominent immature forms â€ƒBilirubin, total 2.1 mg/dL â€ƒâ€ƒNeutrophils, segmented 42% â€ƒâ€ƒNeutrophils, bands 25%Serum urea nitrogen and creatinine concentrations are within the reference ranges, as are results of liver function tests. Ultrasonography of the abdomen shows multiple stones in the gallbladder and a common bile duct measuring 9 mm in diameter. Intravenous fluids and a broad-spectrum antibiotic are administered. Which of the following is the most likely diagnosis?",Acute cholecystitis,Acute pancreatitis,Cholangitis,Hepatitis,Liver abscess,,,,,,C,Cholangitis,Text,STEP 3,0.9,114.8
387,"A 27-year-old primigravid woman comes to the physician for her first prenatal visit 10 weeks after a home pregnancy test was positive. She feels well, and her pregnancy has been uncomplicated. She previously used an oral contraceptive but discontinued it 3 months ago. She has no history of sexually transmitted diseases. She is sexually active in a monogamous relationship with a male partner who is the father. She has had five lifetime sexual partners. She has a pet cat. Examination shows a uterus consistent in size with a 10-week gestation. Testing for which of the following infectious conditions is the most appropriate recommendation for this patient?",Bacterial vaginosis,Cytomegalovirus,Epstein-Barr virus,HIV,Human papillomavirus,,,,,,D,HIV,Text,STEP 2,0.12,51.37
522,"A 25-year-old woman is admitted to the hospital because of a 2-day history of fever, dizziness, light-headedness, chills, and shaking. She has hyperthyroidism, gastroesophageal reflux disease, and asthma. Her medications are oral methimazole and omeprazole, and inhaled fluticasone, and she has been on the same dosages for 1Â year. She is in the military reserve and will be deployed overseas next week. She began atovaquone-proguanil therapy 1Â week ago and received the hepatitis A and yellow fever vaccines 2Â weeks ago. She is not sexually active. She does not smoke cigarettes or drink alcohol. She appears ill but is not in acute distress. Temperature is 38.6Â°C (101.5Â°F), pulse is 110/min, respirations are 22/min, and blood pressure is 90/60Â mmÂ Hg. No wheezing is heard on auscultation. Cardiac examination shows no abnormalities. Laboratory studies show: Hemoglobin 13.8 g/dL Leukocyte count 1100/mm3 â€ƒSegmented neutrophils 10% â€ƒEosinophils 10% â€ƒLymphocytes 40% â€ƒMonocytes 40% Platelet count 320,000/mm3Results of other laboratory studies are within the reference ranges. Which of the following is the most likely cause of this patientâ€™s hematologic abnormality?",Atovaquone-proguanil,Fluticasone,Hepatitis A vaccine,Methimazole,Omeprazole,Yellow fever vaccine,,,,,D,Methimazole,Text,STEP 2,0.7,93.18
83,A 42-year-old woman comes to the physician because of an 8-week history of intermittent nausea and abdominal pain that occurs 20 to 30 minutes after eating.  The pain extends from the epigastrium to the right upper quadrant and is sometimes felt in the right scapula; it lasts about 30 minutes and is not relieved by antacids.  The last episode occurred after she ate a hamburger and french fries.  She has not had vomiting.  She is currently asymptomatic.  She is 165 cm (5 ft 5 in) tall and weighs 104 kg (230 lb); BMI is 38 kg/m2.  Examination shows no other abnormalities.  Which of the following is the most appropriate next step in management?,Abdominal ultrasonography of the right upper quadrant,Upper gastrointestinal series with small bowel follow-through,CT scan of the abdomen,Endoscopic retrograde cholangiopancreatography,Elective cholecystectomy,Immediate cholecystectomy,,,,,A,Abdominal ultrasonography of the right upper quadrant,Text,STEP 2,0.1,53.21
